seq term
AIPGENE1942	""
AIPGENE23429	""
AIPGENE905	""
AIPGENE907	"Amino acid transport and metabolism"
AIPGENE909	""
AIPGENE911	"Signal transduction mechanisms"
AIPGENE917	"Amino acid transport and metabolism"
AIPGENE918	"Carbohydrate transport and metabolism"
AIPGENE920	""
AIPGENE925	""
AIPGENE928	""
AIPGENE930	""
AIPGENE932	""
AIPGENE936	"Posttranslational modification, protein turnover, chaperones"
AIPGENE940	""
AIPGENE941	"Replication, recombination and repair"
AIPGENE948	"Coenzyme transport and metabolism"
AIPGENE19366	"Amino acid transport and metabolism"
AIPGENE19367	"Replication, recombination and repair"
AIPGENE19368	"Posttranslational modification, protein turnover, chaperones"
AIPGENE19369	""
AIPGENE19373	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE19382	"Amino acid transport and metabolism"
AIPGENE19390	"Lipid transport and metabolism"
AIPGENE19394	""
AIPGENE19411	""
AIPGENE19413	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE19414	"Signal transduction mechanisms"
AIPGENE19415	"RNA processing and modification"
AIPGENE19424	"Transcription"
AIPGENE19425	"RNA processing and modification"
AIPGENE19431	"Signal transduction mechanisms"
AIPGENE19441	""
AIPGENE19442	""
AIPGENE19449	"Cell wall/membrane/envelope biogenesis"
AIPGENE19452	""
AIPGENE19455	"Signal transduction mechanisms"
AIPGENE19458	"Replication, recombination and repair"
AIPGENE19464	""
AIPGENE11266	""
AIPGENE3235	"Transcription"
AIPGENE22965	"Signal transduction mechanisms"
AIPGENE22966	"Signal transduction mechanisms"
AIPGENE9385	"Cell wall/membrane/envelope biogenesis"
AIPGENE9388	"Transcription"
AIPGENE9391	""
AIPGENE9395	"Chromatin structure and dynamics"
AIPGENE9396	"RNA processing and modification"
AIPGENE9398	""
AIPGENE9402	""
AIPGENE9403	"Replication, recombination and repair"
AIPGENE9405	"Lipid transport and metabolism"
AIPGENE9407	""
AIPGENE9422	""
AIPGENE9425	"Posttranslational modification, protein turnover, chaperones"
AIPGENE9426	""
AIPGENE9429	"Posttranslational modification, protein turnover, chaperones"
AIPGENE9435	"Replication, recombination and repair"
AIPGENE26289	"Amino acid transport and metabolism"
AIPGENE28706	""
AIPGENE7307	"Signal transduction mechanisms"
AIPGENE7308	"Signal transduction mechanisms"
AIPGENE7313	"Replication, recombination and repair"
AIPGENE7316	""
AIPGENE7323	"Signal transduction mechanisms"
AIPGENE7326	"Amino acid transport and metabolism"
AIPGENE7336	"Posttranslational modification, protein turnover, chaperones"
AIPGENE7341	"Carbohydrate transport and metabolism"
AIPGENE7355	"Signal transduction mechanisms"
AIPGENE2419	"Carbohydrate transport and metabolism"
AIPGENE6286	""
AIPGENE5045	""
AIPGENE24015	"Posttranslational modification, protein turnover, chaperones"
AIPGENE24017	"Cytoskeleton"
AIPGENE24024	"Lipid transport and metabolism"
AIPGENE24027	"Carbohydrate transport and metabolism"
AIPGENE24031	""
AIPGENE24032	"Posttranslational modification, protein turnover, chaperones"
AIPGENE24033	"Posttranslational modification, protein turnover, chaperones"
AIPGENE24063	""
AIPGENE24071	""
AIPGENE24074	""
AIPGENE24075	"Posttranslational modification, protein turnover, chaperones"
AIPGENE24076	"Posttranslational modification, protein turnover, chaperones"
AIPGENE24077	"Cytoskeleton"
AIPGENE4979	"Cytoskeleton"
AIPGENE18059	"Posttranslational modification, protein turnover, chaperones"
AIPGENE18060	"Translation, ribosomal structure and biogenesis"
AIPGENE23531	"Signal transduction mechanisms"
AIPGENE6617	"Cytoskeleton"
AIPGENE6618	"Cytoskeleton"
AIPGENE1529	""
AIPGENE1530	""
AIPGENE25048	""
AIPGENE25051	""
AIPGENE25053	"Translation, ribosomal structure and biogenesis"
AIPGENE25057	"Carbohydrate transport and metabolism"
AIPGENE25065	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25066	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE25069	""
AIPGENE25074	"Carbohydrate transport and metabolism"
AIPGENE25077	"Cell wall/membrane/envelope biogenesis"
AIPGENE25089	"Replication, recombination and repair"
AIPGENE25097	"Amino acid transport and metabolism"
AIPGENE25099	"Extracellular structures"
AIPGENE25105	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25111	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE25113	"Cytoskeleton"
AIPGENE25121	"Lipid transport and metabolism"
AIPGENE25122	"Lipid transport and metabolism"
AIPGENE25127	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE25132	""
AIPGENE25135	"Energy production and conversion"
AIPGENE8670	"Inorganic ion transport and metabolism"
AIPGENE20448	"Nuclear structure"
AIPGENE26016	""
AIPGENE5090	""
AIPGENE28544	"Signal transduction mechanisms"
AIPGENE28549	"Posttranslational modification, protein turnover, chaperones"
AIPGENE28554	""
AIPGENE28557	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE28561	"Signal transduction mechanisms"
AIPGENE28566	"Translation, ribosomal structure and biogenesis"
AIPGENE28568	"Signal transduction mechanisms"
AIPGENE28569	"Posttranslational modification, protein turnover, chaperones"
AIPGENE28572	"Carbohydrate transport and metabolism"
AIPGENE28576	"Chromatin structure and dynamics"
AIPGENE28577	"Posttranslational modification, protein turnover, chaperones"
AIPGENE28580	"Lipid transport and metabolism"
AIPGENE28587	"Cytoskeleton"
AIPGENE28592	""
AIPGENE18136	"Replication, recombination and repair"
AIPGENE15756	""
AIPGENE15757	"Transcription"
AIPGENE13485	"RNA processing and modification"
AIPGENE16569	""
AIPGENE16573	"Amino acid transport and metabolism"
AIPGENE16576	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16584	"Lipid transport and metabolism"
AIPGENE16586	"Transcription"
AIPGENE16590	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16592	""
AIPGENE16596	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16603	"Replication, recombination and repair"
AIPGENE16619	""
AIPGENE5680	"Carbohydrate transport and metabolism"
AIPGENE5681	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE15608	"Signal transduction mechanisms"
AIPGENE15940	"Cell wall/membrane/envelope biogenesis"
AIPGENE15941	"Cell wall/membrane/envelope biogenesis"
AIPGENE15948	"Inorganic ion transport and metabolism"
AIPGENE15955	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE15956	"Posttranslational modification, protein turnover, chaperones"
AIPGENE15958	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE15959	"Energy production and conversion"
AIPGENE15964	"Cell wall/membrane/envelope biogenesis"
AIPGENE15968	"Carbohydrate transport and metabolism"
AIPGENE15971	"Translation, ribosomal structure and biogenesis"
AIPGENE15974	"Amino acid transport and metabolism"
AIPGENE15992	"Amino acid transport and metabolism"
AIPGENE15997	"Extracellular structures"
AIPGENE16001	"Nucleotide transport and metabolism"
AIPGENE16004	"Defense mechanisms"
AIPGENE16007	"Posttranslational modification, protein turnover, chaperones"
AIPGENE735	"Posttranslational modification, protein turnover, chaperones"
AIPGENE27136	""
AIPGENE21337	""
AIPGENE21353	""
AIPGENE21356	"Carbohydrate transport and metabolism"
AIPGENE21372	"Transcription"
AIPGENE21374	"Transcription"
AIPGENE20235	"Signal transduction mechanisms"
AIPGENE8432	""
AIPGENE730	"Amino acid transport and metabolism"
AIPGENE8167	"Nuclear structure"
AIPGENE10363	"Signal transduction mechanisms"
AIPGENE10365	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE10368	"Signal transduction mechanisms"
AIPGENE10372	"Chromatin structure and dynamics"
AIPGENE10378	"Amino acid transport and metabolism"
AIPGENE10380	"Energy production and conversion"
AIPGENE10382	""
AIPGENE10394	"Signal transduction mechanisms"
AIPGENE10397	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17889	"Coenzyme transport and metabolism"
AIPGENE17897	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17898	""
AIPGENE17904	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE17908	"Inorganic ion transport and metabolism"
AIPGENE17914	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17925	""
AIPGENE17926	""
AIPGENE17929	"Inorganic ion transport and metabolism"
AIPGENE17933	"Translation, ribosomal structure and biogenesis"
AIPGENE17937	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE17940	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE17941	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17943	"Carbohydrate transport and metabolism"
AIPGENE17949	"Inorganic ion transport and metabolism"
AIPGENE17959	"Cytoskeleton"
AIPGENE17962	""
AIPGENE17314	"Translation, ribosomal structure and biogenesis"
AIPGENE17316	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17317	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17332	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE17334	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17337	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17338	"Chromatin structure and dynamics"
AIPGENE17343	"Lipid transport and metabolism"
AIPGENE17344	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17347	"Signal transduction mechanisms"
AIPGENE17349	"Transcription"
AIPGENE17352	"Carbohydrate transport and metabolism"
AIPGENE17355	"Transcription"
AIPGENE17356	""
AIPGENE17364	"Chromatin structure and dynamics"
AIPGENE17372	"Nucleotide transport and metabolism"
AIPGENE17373	"Transcription"
AIPGENE17384	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE17386	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17390	"Translation, ribosomal structure and biogenesis"
AIPGENE17395	"Translation, ribosomal structure and biogenesis"
AIPGENE17398	"Amino acid transport and metabolism"
AIPGENE17403	"Translation, ribosomal structure and biogenesis"
AIPGENE17419	"Transcription"
AIPGENE17420	"Inorganic ion transport and metabolism"
AIPGENE17421	"Inorganic ion transport and metabolism"
AIPGENE17422	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE17430	"Carbohydrate transport and metabolism"
AIPGENE17431	"Signal transduction mechanisms"
AIPGENE17432	"Inorganic ion transport and metabolism"
AIPGENE17434	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17435	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE17436	"Secondary metabolites biosynthesis, transport and catabolism"
AIPGENE17442	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17448	"Inorganic ion transport and metabolism"
AIPGENE17452	"Translation, ribosomal structure and biogenesis"
AIPGENE17462	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17466	""
AIPGENE1924	""
AIPGENE15259	""
AIPGENE15263	""
AIPGENE15265	"Posttranslational modification, protein turnover, chaperones"
AIPGENE15267	"Posttranslational modification, protein turnover, chaperones"
AIPGENE15281	""
AIPGENE15282	""
AIPGENE15283	""
AIPGENE15286	""
AIPGENE15287	"Replication, recombination and repair"
AIPGENE15289	""
AIPGENE15291	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE15292	"RNA processing and modification"
AIPGENE15293	"RNA processing and modification"
AIPGENE15308	"Transcription"
AIPGENE24835	"Amino acid transport and metabolism"
AIPGENE24846	"Lipid transport and metabolism"
AIPGENE24859	"Signal transduction mechanisms"
AIPGENE24875	"Cytoskeleton"
AIPGENE15599	"Chromatin structure and dynamics"
AIPGENE15600	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE5358	""
AIPGENE5360	""
AIPGENE5361	""
AIPGENE25260	"Replication, recombination and repair"
AIPGENE25280	"Replication, recombination and repair"
AIPGENE25281	"Transcription"
AIPGENE25298	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25302	"Signal transduction mechanisms"
AIPGENE25306	""
AIPGENE3636	"Nucleotide transport and metabolism"
AIPGENE23423	"Replication, recombination and repair"
AIPGENE19676	"Signal transduction mechanisms"
AIPGENE19677	"Signal transduction mechanisms"
AIPGENE19678	"Signal transduction mechanisms"
AIPGENE19679	"Signal transduction mechanisms"
AIPGENE19680	"Signal transduction mechanisms"
AIPGENE19681	"Signal transduction mechanisms"
AIPGENE19682	"Signal transduction mechanisms"
AIPGENE19685	""
AIPGENE19689	"Signal transduction mechanisms"
AIPGENE19692	"Transcription"
AIPGENE19694	"Inorganic ion transport and metabolism"
AIPGENE19712	"RNA processing and modification"
AIPGENE19713	"RNA processing and modification"
AIPGENE19714	"RNA processing and modification"
AIPGENE19716	"Signal transduction mechanisms"
AIPGENE19735	"Posttranslational modification, protein turnover, chaperones"
AIPGENE19737	"Inorganic ion transport and metabolism"
AIPGENE19740	"Posttranslational modification, protein turnover, chaperones"
AIPGENE18285	"Signal transduction mechanisms"
AIPGENE12054	"Carbohydrate transport and metabolism"
AIPGENE12059	"Carbohydrate transport and metabolism"
AIPGENE12063	"Carbohydrate transport and metabolism"
AIPGENE12065	""
AIPGENE12077	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE12084	"Transcription"
AIPGENE12089	"Transcription"
AIPGENE12094	"Amino acid transport and metabolism"
AIPGENE12098	"Posttranslational modification, protein turnover, chaperones"
AIPGENE12099	"Replication, recombination and repair"
AIPGENE12105	"Signal transduction mechanisms"
AIPGENE17985	"Signal transduction mechanisms"
AIPGENE23535	"Transcription"
AIPGENE21485	""
AIPGENE21491	"Carbohydrate transport and metabolism"
AIPGENE21515	""
AIPGENE21516	""
AIPGENE21527	""
AIPGENE21528	""
AIPGENE21533	"Signal transduction mechanisms"
AIPGENE21534	""
AIPGENE5940	"Cell wall/membrane/envelope biogenesis"
AIPGENE8149	""
AIPGENE2843	"Cytoskeleton"
AIPGENE25867	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25873	"Transcription"
AIPGENE25875	"Transcription"
AIPGENE25876	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25879	"Replication, recombination and repair"
AIPGENE25880	""
AIPGENE25886	"Carbohydrate transport and metabolism"
AIPGENE25887	"Transcription"
AIPGENE25890	"Nucleotide transport and metabolism"
AIPGENE25899	"Cytoskeleton"
AIPGENE25900	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25901	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25904	"Signal transduction mechanisms"
AIPGENE25908	""
AIPGENE25910	"Posttranslational modification, protein turnover, chaperones"
AIPGENE25923	""
AIPGENE25927	"Energy production and conversion"
AIPGENE25928	"Energy production and conversion"
AIPGENE25931	"Energy production and conversion"
AIPGENE25938	"Translation, ribosomal structure and biogenesis"
AIPGENE25939	""
AIPGENE7383	""
AIPGENE7384	""
AIPGENE7387	"Carbohydrate transport and metabolism"
AIPGENE7389	"Carbohydrate transport and metabolism"
AIPGENE7396	"Inorganic ion transport and metabolism"
AIPGENE7407	"Inorganic ion transport and metabolism"
AIPGENE7420	"Translation, ribosomal structure and biogenesis"
AIPGENE11859	""
AIPGENE19668	"Posttranslational modification, protein turnover, chaperones"
AIPGENE11308	"Energy production and conversion"
AIPGENE11309	"Energy production and conversion"
AIPGENE11311	"RNA processing and modification"
AIPGENE11312	"Signal transduction mechanisms"
AIPGENE11317	"Transcription"
AIPGENE11318	""
AIPGENE11334	"Translation, ribosomal structure and biogenesis"
AIPGENE11336	""
AIPGENE11345	"Signal transduction mechanisms"
AIPGENE11346	"Signal transduction mechanisms"
AIPGENE11350	"Replication, recombination and repair"
AIPGENE11355	""
AIPGENE11356	"Signal transduction mechanisms"
AIPGENE22631	"Inorganic ion transport and metabolism"
AIPGENE18288	"Replication, recombination and repair"
AIPGENE18307	""
AIPGENE18308	""
AIPGENE18309	""
AIPGENE18311	"Inorganic ion transport and metabolism"
AIPGENE18319	"Amino acid transport and metabolism"
AIPGENE18321	""
AIPGENE18326	""
AIPGENE18328	"Replication, recombination and repair"
AIPGENE18331	""
AIPGENE18334	""
AIPGENE23251	"Amino acid transport and metabolism"
AIPGENE23265	""
AIPGENE23268	"Replication, recombination and repair"
AIPGENE23275	"Posttranslational modification, protein turnover, chaperones"
AIPGENE23296	"Signal transduction mechanisms"
AIPGENE23301	"Transcription"
AIPGENE23304	"Posttranslational modification, protein turnover, chaperones"
AIPGENE23305	"Inorganic ion transport and metabolism"
AIPGENE23307	"Posttranslational modification, protein turnover, chaperones"
AIPGENE23308	""
AIPGENE23309	"Cytoskeleton"
AIPGENE23310	"Amino acid transport and metabolism"
AIPGENE23312	"Inorganic ion transport and metabolism"
AIPGENE23315	"Amino acid transport and metabolism"
AIPGENE23317	"Energy production and conversion"
AIPGENE23319	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE23336	"Signal transduction mechanisms"
AIPGENE23355	"Energy production and conversion"
AIPGENE23373	"Signal transduction mechanisms"
AIPGENE23375	"Cytoskeleton"
AIPGENE23376	"Cytoskeleton"
AIPGENE23383	"Signal transduction mechanisms"
AIPGENE23385	"Signal transduction mechanisms"
AIPGENE2427	"Cell cycle control, cell division, chromosome partitioning"
AIPGENE4995	"Lipid transport and metabolism"
AIPGENE1080	"Translation, ribosomal structure and biogenesis"
AIPGENE1081	"Posttranslational modification, protein turnover, chaperones"
AIPGENE1084	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE1086	""
AIPGENE1089	"Cell wall/membrane/envelope biogenesis"
AIPGENE1094	""
AIPGENE1097	"Amino acid transport and metabolism"
AIPGENE1098	"Transcription"
AIPGENE1111	""
AIPGENE1112	""
AIPGENE1113	"RNA processing and modification"
AIPGENE1116	"Carbohydrate transport and metabolism"
AIPGENE1118	"Cytoskeleton"
AIPGENE1124	""
AIPGENE1129	""
AIPGENE1131	"Posttranslational modification, protein turnover, chaperones"
AIPGENE1132	"Posttranslational modification, protein turnover, chaperones"
AIPGENE1134	"Carbohydrate transport and metabolism"
AIPGENE1135	"Lipid transport and metabolism"
AIPGENE1138	"Transcription"
AIPGENE1147	""
AIPGENE21829	"Posttranslational modification, protein turnover, chaperones"
AIPGENE3260	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE17278	"Extracellular structures"
AIPGENE12461	"Posttranslational modification, protein turnover, chaperones"
AIPGENE12464	""
AIPGENE12465	"Posttranslational modification, protein turnover, chaperones"
AIPGENE12466	""
AIPGENE12473	"Translation, ribosomal structure and biogenesis"
AIPGENE12475	"Translation, ribosomal structure and biogenesis"
AIPGENE12479	"Inorganic ion transport and metabolism"
AIPGENE12480	"Lipid transport and metabolism"
AIPGENE12483	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE12484	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE12489	"Cytoskeleton"
AIPGENE12496	"Posttranslational modification, protein turnover, chaperones"
AIPGENE12502	"Posttranslational modification, protein turnover, chaperones"
AIPGENE12503	"Posttranslational modification, protein turnover, chaperones"
AIPGENE12504	"Carbohydrate transport and metabolism"
AIPGENE27139	"Inorganic ion transport and metabolism"
AIPGENE8429	"Nucleotide transport and metabolism"
AIPGENE22882	"Energy production and conversion"
AIPGENE22884	"Transcription"
AIPGENE22885	"Posttranslational modification, protein turnover, chaperones"
AIPGENE22890	"Transcription"
AIPGENE22893	"Posttranslational modification, protein turnover, chaperones"
AIPGENE22894	"Posttranslational modification, protein turnover, chaperones"
AIPGENE22895	""
AIPGENE22907	"Posttranslational modification, protein turnover, chaperones"
AIPGENE22910	"Chromatin structure and dynamics"
AIPGENE22919	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE22925	"Posttranslational modification, protein turnover, chaperones"
AIPGENE8418	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16505	"Cytoskeleton"
AIPGENE16506	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16508	"Signal transduction mechanisms"
AIPGENE16511	"Signal transduction mechanisms"
AIPGENE16523	"Lipid transport and metabolism"
AIPGENE16526	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16530	"Transcription"
AIPGENE16534	"Signal transduction mechanisms"
AIPGENE16538	"Signal transduction mechanisms"
AIPGENE16539	"Signal transduction mechanisms"
AIPGENE16541	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16542	"Posttranslational modification, protein turnover, chaperones"
AIPGENE16545	"Energy production and conversion"
AIPGENE16552	"Posttranslational modification, protein turnover, chaperones"
AIPGENE28663	""
AIPGENE51	"Posttranslational modification, protein turnover, chaperones"
AIPGENE27267	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE27274	"Nucleotide transport and metabolism"
AIPGENE27275	"Cell motility"
AIPGENE27281	""
AIPGENE27282	""
AIPGENE27306	"Inorganic ion transport and metabolism"
AIPGENE27314	"RNA processing and modification"
AIPGENE27317	"RNA processing and modification"
AIPGENE10724	"Amino acid transport and metabolism"
AIPGENE24212	"Amino acid transport and metabolism"
AIPGENE17120	"Lipid transport and metabolism"
AIPGENE17122	"Lipid transport and metabolism"
AIPGENE17125	"Amino acid transport and metabolism"
AIPGENE17126	"Lipid transport and metabolism"
AIPGENE17130	"Transcription"
AIPGENE17140	"Signal transduction mechanisms"
AIPGENE17142	"Posttranslational modification, protein turnover, chaperones"
AIPGENE17145	"Signal transduction mechanisms"
AIPGENE17148	"Signal transduction mechanisms"
AIPGENE17154	""
AIPGENE17159	"RNA processing and modification"
AIPGENE17168	"Signal transduction mechanisms"
AIPGENE17172	"Signal transduction mechanisms"
AIPGENE17181	"Cytoskeleton"
AIPGENE17186	"Posttranslational modification, protein turnover, chaperones"
AIPGENE27711	""
AIPGENE13424	"Transcription"
AIPGENE9182	"Carbohydrate transport and metabolism"
AIPGENE5048	"Replication, recombination and repair"
AIPGENE5049	"Replication, recombination and repair"
AIPGENE5052	"Amino acid transport and metabolism"
AIPGENE5053	"Posttranslational modification, protein turnover, chaperones"
AIPGENE5057	"Signal transduction mechanisms"
AIPGENE5059	"Posttranslational modification, protein turnover, chaperones"
AIPGENE5079	"Signal transduction mechanisms"
AIPGENE5080	""
AIPGENE6028	"Posttranslational modification, protein turnover, chaperones"
AIPGENE5181	"Signal transduction mechanisms"
AIPGENE5182	"Signal transduction mechanisms"
AIPGENE13942	"Signal transduction mechanisms"
AIPGENE13943	"Signal transduction mechanisms"
AIPGENE8764	""
AIPGENE11758	"Cytoskeleton"
AIPGENE11761	"RNA processing and modification"
AIPGENE11764	"Lipid transport and metabolism"
AIPGENE11779	""
AIPGENE11786	"Lipid transport and metabolism"
AIPGENE11811	"Transcription"
AIPGENE11813	"Lipid transport and metabolism"
AIPGENE11823	"Carbohydrate transport and metabolism"
AIPGENE11827	"Signal transduction mechanisms"
AIPGENE11828	"Intracellular trafficking, secretion, and vesicular transport"
AIPGENE11832	"Posttranslational modification, protein turnover, chaperones"
AIPGENE11755	"Replication, recombination and repair"
AIPGENE26322	""
